,name,img,type,moves
141,aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,"['rock', 'flying']","['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'headbutt']"
142,snorlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,['normal'],"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch']"
143,articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,"['ice', 'flying']","['razor-wind', 'gust', 'whirlwind', 'fly', 'headbutt']"
144,zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,"['electric', 'flying']","['razor-wind', 'whirlwind', 'fly', 'headbutt', 'take-down']"
145,moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,"['fire', 'flying']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly']"
146,dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,['dragon'],"['bind', 'slam', 'headbutt', 'body-slam', 'wrap']"
147,dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,['dragon'],"['bind', 'slam', 'headbutt', 'horn-drill', 'body-slam']"
148,dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,"['dragon', 'flying']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'razor-wind']"
149,mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,['psychic'],"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch']"
150,mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,['psychic'],"['pound', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch']"
151,chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,['grass'],"['swords-dance', 'cut', 'vine-whip', 'headbutt', 'tackle']"
152,bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,['grass'],"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam']"
153,meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,['grass'],"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam']"
154,cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,['fire'],"['cut', 'double-kick', 'headbutt', 'tackle', 'body-slam']"
155,quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,['fire'],"['cut', 'headbutt', 'tackle', 'body-slam', 'take-down']"
156,typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,['fire'],"['mega-punch', 'fire-punch', 'thunder-punch', 'cut', 'mega-kick']"
157,totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,['water'],"['mega-punch', 'ice-punch', 'scratch', 'razor-wind', 'swords-dance']"
158,croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,['water'],"['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut']"
159,feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,['water'],"['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut']"
160,sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,['normal'],"['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut']"
161,furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,['normal'],"['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut']"
162,hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,"['normal', 'flying']","['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down']"
163,noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,"['normal', 'flying']","['fly', 'tackle', 'take-down', 'double-edge', 'growl']"
164,ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,"['bug', 'flying']","['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
165,ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,"['bug', 'flying']","['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
166,spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,"['bug', 'poison']","['body-slam', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile']"
167,ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,"['bug', 'poison']","['swords-dance', 'body-slam', 'double-edge', 'poison-sting', 'pin-missile']"
168,crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,"['poison', 'flying']","['wing-attack', 'fly', 'double-edge', 'bite', 'supersonic']"
169,chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,"['water', 'electric']","['take-down', 'double-edge', 'supersonic', 'mist', 'water-gun']"
170,lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,"['water', 'electric']","['take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump']"
171,pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,['electric'],"['double-slap', 'mega-punch', 'thunder-punch', 'mega-kick', 'headbutt']"
172,cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,['fairy'],"['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam']"
173,igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,"['normal', 'fairy']","['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam']"
174,togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,['fairy'],"['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam']"
175,togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,"['fairy', 'flying']","['pound', 'mega-punch', 'fly', 'mega-kick', 'headbutt']"
176,natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,"['psychic', 'flying']","['double-edge', 'leer', 'peck', 'drill-peck', 'solar-beam']"
177,xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,"['psychic', 'flying']","['fly', 'double-edge', 'leer', 'hyper-beam', 'peck']"
178,mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,['electric'],"['sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down']"
179,flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,['electric'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
180,ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,['electric'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
181,bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,['grass'],"['swords-dance', 'cut', 'double-edge', 'acid', 'hyper-beam']"
182,marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,"['water', 'fairy']","['mega-punch', 'ice-punch', 'slam', 'mega-kick', 'headbutt']"
183,azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,"['water', 'fairy']","['mega-punch', 'ice-punch', 'slam', 'mega-kick', 'headbutt']"
184,sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,['rock'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'slam']"
185,politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,['water'],"['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick']"
186,hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,"['grass', 'flying']","['pay-day', 'swords-dance', 'headbutt', 'tackle', 'take-down']"
187,skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,"['grass', 'flying']","['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge']"
188,jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,"['grass', 'flying']","['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge']"
189,aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,['normal'],"['double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
190,sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,['grass'],"['swords-dance', 'cut', 'tackle', 'take-down', 'double-edge']"
191,sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,['grass'],"['pound', 'swords-dance', 'cut', 'tackle', 'take-down']"
192,yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,"['bug', 'flying']","['wing-attack', 'whirlwind', 'headbutt', 'tackle', 'double-edge']"
193,wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,"['water', 'ground']","['ice-punch', 'slam', 'double-kick', 'headbutt', 'body-slam']"
194,quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,"['water', 'ground']","['mega-punch', 'ice-punch', 'slam', 'mega-kick', 'headbutt']"
195,espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,['psychic'],"['pay-day', 'cut', 'sand-attack', 'headbutt', 'tackle']"
196,umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,['dark'],"['pay-day', 'cut', 'sand-attack', 'headbutt', 'tackle']"
197,murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,"['dark', 'flying']","['gust', 'wing-attack', 'whirlwind', 'fly', 'take-down']"
198,slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,"['water', 'psychic']","['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch']"
199,misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,['ghost'],"['headbutt', 'double-edge', 'growl', 'psybeam', 'hyper-beam']"
200,unown-a,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,['psychic'],['hidden-power']
201,wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,['psychic'],"['counter', 'amnesia', 'splash', 'destiny-bond', 'charm']"
202,girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,"['normal', 'psychic']","['razor-wind', 'stomp', 'double-kick', 'headbutt', 'tackle']"
203,pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,['bug'],"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge']"
204,forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,"['bug', 'steel']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge']"
205,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,['normal'],"['bind', 'headbutt', 'body-slam', 'take-down', 'double-edge']"
206,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,"['ground', 'flying']","['guillotine', 'razor-wind', 'swords-dance', 'cut', 'wing-attack']"
207,steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,"['steel', 'ground']","['cut', 'bind', 'slam', 'headbutt', 'tackle']"
208,snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,['fairy'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
209,granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,['fairy'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
210,qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,"['water', 'poison']","['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge']"
211,scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,"['bug', 'steel']","['razor-wind', 'swords-dance', 'cut', 'wing-attack', 'headbutt']"
212,shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,"['bug', 'rock']","['bind', 'headbutt', 'body-slam', 'wrap', 'double-edge']"
213,heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,"['bug', 'fighting']","['swords-dance', 'cut', 'headbutt', 'horn-attack', 'fury-attack']"
214,sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,"['dark', 'ice']","['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut']"
215,teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
216,ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
217,slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,['fire'],"['body-slam', 'double-edge', 'ember', 'flamethrower', 'rock-throw']"
218,magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,"['fire', 'rock']","['body-slam', 'double-edge', 'ember', 'flamethrower', 'hyper-beam']"
219,swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,"['ice', 'ground']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge']"
220,piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,"['ice', 'ground']","['headbutt', 'horn-attack', 'fury-attack', 'tackle', 'body-slam']"
221,corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,"['water', 'rock']","['headbutt', 'tackle', 'body-slam', 'double-edge', 'mist']"
222,remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,['water'],"['double-edge', 'supersonic', 'flamethrower', 'water-gun', 'hydro-pump']"
223,octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,['water'],"['bind', 'wrap', 'double-edge', 'flamethrower', 'water-gun']"
224,delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,"['ice', 'flying']","['mega-punch', 'ice-punch', 'fly', 'mega-kick', 'headbutt']"
225,mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,"['water', 'flying']","['wing-attack', 'slam', 'headbutt', 'tackle', 'body-slam']"
226,skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,"['steel', 'flying']","['swords-dance', 'cut', 'wing-attack', 'whirlwind', 'fly']"
227,houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,"['dark', 'fire']","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer']"
228,houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,"['dark', 'fire']","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer']"
